Age,Embarked,Fare,Parch,Pclass,Sex,SibSp,Survived,date,rating,Initial,Name_length,Title,Family_Size,Name_scaled,Title2,Title_train,W_Master,Age_cut1,Age_band,CategoricalAge,FareCut,Fare_scale,Sex_bool,Has_Cabin,IsAlone,Embarkedch,Title2ch
56,1,30.6958,0,1,0,0,0,07/23/2007,2,Mr,23,Mr,1,-0.434672231,Mr,1,1,4,0,"(48.068, 64.034]",2,30.7,0,1,1,2,2
18,0,7.8542,1,3,0,1,0,06/14/2006,3,Mr,22,Mr,3,-0.539903589,Mr,1,1,2,0,"(16.136, 32.102]",0,7.85,0,0,0,1,2
50,1,28.7125,0,1,1,0,0,08/13/2001,5,Miss,26,Miss,1,-0.118978158,Miss,2,1,4,0,"(48.068, 64.034]",2,28.71,1,1,1,2,1
30,0,13,0,2,0,0,0,06/29/2015,2,Mr,18,Mr,1,-0.960829019,Mr,1,1,2,0,"(16.136, 32.102]",1,13,0,0,1,1,2
36,0,0,0,3,0,0,0,07/28/2009,5,Mr,19,Mr,1,-0.855597661,Mr,1,1,3,0,"(32.102, 48.068]",0,0,0,0,1,1,2
9,0,31.3875,2,3,0,4,0,05/21/2006,4,Master,37,Master,7,1.038566775,Master,4,0,1,0,"(0.0902, 16.136]",3,31.39,0,0,0,1,0
1,0,39,1,2,0,2,1,10/25/2013,2,Master,25,Master,4,-0.224209516,Master,4,0,1,0,"(0.0902, 16.136]",3,39,0,1,0,1,0
4,0,22.025,2,3,1,0,1,01/08/2015,3,Miss,35,Miss,3,0.82810406,Miss,2,1,1,0,"(0.0902, 16.136]",2,22.02,1,0,0,1,1
45,0,26.55,0,1,0,0,1,05/06/2012,4,Mr,45,Mr,1,1.880417636,Mr,1,1,3,0,"(32.102, 48.068]",2,26.55,0,0,1,1,2
40,2,15.5,1,3,0,1,0,03/04/2012,4,Mr,16,Mr,3,-1.171291734,Mr,1,1,3,0,"(32.102, 48.068]",2,15.5,0,0,0,3,2
36,0,7.8958,0,3,0,0,0,12/13/2013,4,Mr,19,Mr,1,-0.855597661,Mr,1,1,3,0,"(32.102, 48.068]",0,7.9,0,0,1,1,2
32,0,13,0,2,1,0,1,04/16/2003,3,Mrs,19,Mrs,1,-0.855597661,Mrs,3,1,3,0,"(16.136, 32.102]",1,13,1,0,1,1,3
19,0,13,0,2,0,0,0,08/15/2008,3,Mr,21,Mr,1,-0.645134946,Mr,1,1,2,0,"(16.136, 32.102]",1,13,0,0,1,1,2
19,0,7.8542,0,3,1,1,1,02/24/2006,5,Miss,47,Miss,2,2.090880351,Miss,2,1,2,0,"(16.136, 32.102]",0,7.85,1,0,0,1,1
3,0,26,1,2,0,1,1,06/08/2006,3,Master,26,Master,3,-0.118978158,Master,4,0,1,0,"(0.0902, 16.136]",2,26,0,1,0,1,0
44,1,27.7208,0,1,1,0,1,08/21/2003,5,Mrs,41,Mrs,1,1.459492206,Mrs,3,1,3,0,"(32.102, 48.068]",2,27.72,1,1,1,2,3
58,1,146.5208,0,1,1,0,1,12/15/2003,4,Miss,20,Miss,1,-0.750366304,Miss,2,1,4,0,"(48.068, 64.034]",3,146.52,1,1,1,2,1
42,0,8.4042,1,3,0,0,0,03/02/2006,4,Mr,32,Mr,2,0.512409987,Mr,1,1,3,0,"(32.102, 48.068]",1,8.4,0,0,0,1,2
24,0,13,0,2,1,0,0,03/09/2002,3,Miss,38,Miss,1,1.143798133,Miss,2,1,2,0,"(16.136, 32.102]",1,13,1,0,1,1,1
28,0,9.5,0,3,0,0,0,01/07/2005,2,Mr,30,Mr,1,0.301947272,Mr,1,1,2,0,"(16.136, 32.102]",1,9.5,0,0,1,1,2
34,0,6.4958,0,3,0,0,0,02/28/2010,4,Mr,26,Mr,1,-0.118978158,Mr,1,1,3,0,"(32.102, 48.068]",0,6.5,0,0,1,1,2
45.5,1,7.225,0,3,0,0,0,09/21/2013,3,Mr,20,Mr,1,-0.750366304,Mr,1,1,3,0,"(32.102, 48.068]",0,7.22,0,0,1,2,2
18,0,8.05,0,3,0,0,1,08/07/2009,4,Mr,24,Mr,1,-0.329440873,Mr,1,1,2,0,"(16.136, 32.102]",1,8.05,0,0,1,1,2
2,0,10.4625,1,3,1,0,0,12/02/2003,1,Miss,26,Miss,2,-0.118978158,Miss,2,1,1,0,"(0.0902, 16.136]",1,10.46,1,1,0,1,1
32,0,15.85,0,3,0,1,0,10/30/2012,4,Mr,26,Mr,2,-0.118978158,Mr,1,1,3,0,"(16.136, 32.102]",2,15.85,0,0,0,1,2
26,1,18.7875,0,3,0,0,1,04/07/2008,4,Mr,27,Mr,1,-0.013746801,Mr,1,1,2,0,"(16.136, 32.102]",2,18.79,0,0,1,2,2
16,2,7.75,0,3,1,0,1,03/18/2013,2,Miss,25,Miss,1,-0.224209516,Miss,2,1,2,0,"(0.0902, 16.136]",0,7.75,1,0,1,3,1
40,1,31,0,1,0,0,1,01/21/2012,5,Mr,16,Mr,1,-1.171291734,Mr,1,1,3,0,"(32.102, 48.068]",2,31,0,1,1,2,2
24,0,7.05,0,3,0,0,0,08/21/2004,5,Mr,14,Mr,1,-1.381754449,Mr,1,1,2,0,"(16.136, 32.102]",0,7.05,0,0,1,1,2
35,0,21,0,2,1,0,1,12/31/2009,4,Miss,26,Miss,1,-0.118978158,Miss,2,1,3,0,"(32.102, 48.068]",2,21,1,0,1,1,1
22,0,7.25,0,3,0,0,0,03/06/2003,4,Mr,22,Mr,1,-0.539903589,Mr,1,1,2,0,"(16.136, 32.102]",0,7.25,0,0,1,1,2
30,0,13,0,2,0,0,0,04/20/2010,5,Mr,27,Mr,1,-0.013746801,Mr,1,1,2,0,"(16.136, 32.102]",1,13,0,0,1,1,2
31,1,113.275,0,1,1,1,1,03/15/2002,5,Miss,23,Miss,2,-0.434672231,Miss,2,1,2,0,"(16.136, 32.102]",3,113.28,1,1,0,2,1
27,0,7.925,0,3,1,0,1,10/22/2015,5,Miss,22,Miss,1,-0.539903589,Miss,2,1,2,0,"(16.136, 32.102]",1,7.92,1,0,1,1,1
42,0,27,0,2,0,1,0,08/15/2013,3,Mr,28,Mr,2,0.091484557,Mr,1,1,3,0,"(32.102, 48.068]",2,27,0,0,0,1,2
32,1,76.2917,0,1,1,0,1,09/02/2011,4,Miss,21,Miss,1,-0.645134946,Miss,2,1,3,0,"(16.136, 32.102]",3,76.29,1,1,1,2,1
30,0,10.5,0,2,0,0,0,01/06/2014,5,Mr,18,Mr,1,-0.960829019,Mr,1,1,2,0,"(16.136, 32.102]",1,10.5,0,0,1,1,2
16,0,8.05,0,3,0,0,1,12/26/2005,5,Mr,30,Mr,1,0.301947272,Mr,1,1,2,0,"(0.0902, 16.136]",1,8.05,0,0,1,1,2
27,0,13,0,2,0,0,0,10/24/2010,3,Mr,20,Mr,1,-0.750366304,Mr,1,1,2,0,"(16.136, 32.102]",1,13,0,0,1,1,2
51,0,8.05,0,3,0,0,0,04/28/2004,4,Mr,23,Mr,1,-0.434672231,Mr,1,1,4,0,"(48.068, 64.034]",1,8.05,0,0,1,1,2
38,0,90,0,1,0,1,1,08/13/2010,2,Mr,28,Mr,2,0.091484557,Mr,1,1,3,0,"(32.102, 48.068]",3,90,0,1,0,1,2
22,0,9.35,0,3,0,0,0,10/12/2004,4,Mr,28,Mr,1,0.091484557,Mr,1,1,2,0,"(16.136, 32.102]",1,9.35,0,0,1,1,2
19,0,10.5,0,2,0,0,1,04/15/2005,5,Mr,25,Mr,1,-0.224209516,Mr,1,1,2,0,"(16.136, 32.102]",1,10.5,0,0,1,1,2
20.5,0,7.25,0,3,0,0,0,04/07/2002,4,Mr,31,Mr,1,0.40717863,Mr,1,1,2,0,"(16.136, 32.102]",0,7.25,0,0,1,1,2
18,0,13,0,2,0,0,0,01/27/2014,4,Mr,25,Mr,1,-0.224209516,Mr,1,1,2,0,"(16.136, 32.102]",1,13,0,0,1,1,2
35,0,83.475,0,1,1,1,1,07/16/2012,4,Mrs,44,Mrs,2,1.775186278,Mrs,3,1,3,0,"(32.102, 48.068]",3,83.47,1,1,0,1,3
29,0,7.775,0,3,0,0,0,01/21/2014,5,Mr,24,Mr,1,-0.329440873,Mr,1,1,2,0,"(16.136, 32.102]",0,7.78,0,0,1,1,2
59,0,13.5,0,2,0,0,0,01/29/2011,4,Mr,25,Mr,1,-0.224209516,Mr,1,1,4,0,"(48.068, 64.034]",1,13.5,0,0,1,1,2
5,0,31.3875,2,3,1,4,1,02/24/2014,5,Miss,30,Miss,7,0.301947272,Miss,2,1,1,0,"(0.0902, 16.136]",3,31.39,1,0,0,1,1
24,0,10.5,0,2,0,0,0,01/05/2008,3,Mr,33,Mr,1,0.617641345,Mr,1,1,2,0,"(16.136, 32.102]",1,10.5,0,0,1,1,2
44,0,26,0,2,0,1,0,11/30/2002,4,Mr,17,Mr,2,-1.066060377,Mr,1,1,3,0,"(32.102, 48.068]",2,26,0,0,0,1,2
8,0,26.25,2,2,1,0,1,04/16/2009,4,Miss,32,Miss,3,0.512409987,Miss,2,1,1,0,"(0.0902, 16.136]",2,26.25,1,0,0,1,1
19,0,10.5,0,2,0,0,0,02/05/2014,5,Mr,31,Mr,1,0.40717863,Mr,1,1,2,0,"(16.136, 32.102]",1,10.5,0,0,1,1,2
33,0,12.275,0,2,0,0,0,12/13/2009,5,Mr,22,Mr,1,-0.539903589,Mr,1,1,3,0,"(32.102, 48.068]",1,12.28,0,0,1,1,2
29,0,10.5,0,2,0,0,0,01/17/2015,5,Mr,31,Mr,1,0.40717863,Mr,1,1,2,0,"(16.136, 32.102]",1,10.5,0,0,1,1,2
22,0,7.125,0,3,0,0,0,10/08/2013,5,Mr,29,Mr,1,0.196715914,Mr,1,1,2,0,"(16.136, 32.102]",0,7.12,0,0,1,1,2
30,1,7.225,0,3,0,0,0,11/14/2015,4,Mr,20,Mr,1,-0.750366304,Mr,1,1,2,0,"(16.136, 32.102]",0,7.22,0,0,1,2,2
44,2,90,0,1,0,2,0,07/04/2012,4,Dr,27,Officer,3,-0.013746801,Rare,5,1,3,0,"(32.102, 48.068]",3,90,0,1,0,3,4
25,0,7.775,0,3,1,0,0,10/16/2004,4,Miss,37,Miss,1,1.038566775,Miss,2,1,2,0,"(16.136, 32.102]",0,7.78,1,0,1,1,1
24,0,14.5,2,2,1,0,1,03/13/2007,4,Mrs,31,Mrs,3,0.40717863,Mrs,3,1,2,0,"(16.136, 32.102]",2,14.5,1,0,0,1,3
37,0,52.5542,1,1,0,1,1,11/17/2014,5,Mr,29,Mr,3,0.196715914,Mr,1,1,3,0,"(32.102, 48.068]",3,52.55,0,1,0,1,2
54,0,26,0,2,0,1,0,02/19/2005,1,Rev,29,Officer,2,0.196715914,Rare,5,1,4,0,"(48.068, 64.034]",2,26,0,0,0,1,4
29,0,10.4625,1,3,1,1,0,02/20/2015,5,Mrs,42,Mrs,3,1.564723563,Mrs,3,1,2,0,"(16.136, 32.102]",1,10.46,1,1,0,1,3
62,0,26.55,0,1,0,0,0,08/04/2003,5,Mr,25,Mr,1,-0.224209516,Mr,1,1,4,0,"(48.068, 64.034]",2,26.55,0,1,1,1,2
30,0,16.1,0,3,0,1,0,12/21/2013,5,Mr,24,Mr,2,-0.329440873,Mr,1,1,2,0,"(16.136, 32.102]",2,16.1,0,0,0,1,2
41,0,20.2125,2,3,1,0,0,10/22/2003,4,Mrs,40,Mrs,3,1.354260848,Mrs,3,1,3,0,"(32.102, 48.068]",2,20.21,1,0,0,1,3
29,1,15.2458,2,3,1,0,1,08/12/2011,4,Mrs,39,Mrs,3,1.24902949,Mrs,3,1,2,0,"(16.136, 32.102]",2,15.25,1,0,0,2,3
30,0,86.5,0,1,1,0,1,04/05/2012,3,Miss,20,Miss,1,-0.750366304,Miss,2,1,2,0,"(16.136, 32.102]",3,86.5,1,1,1,1,1
35,1,512.3292,0,1,1,0,1,02/19/2012,2,Miss,16,Miss,1,-1.171291734,Miss,2,1,3,0,"(32.102, 48.068]",3,512.33,1,0,1,2,1
50,0,26,1,2,1,0,1,06/30/2009,5,Mrs,27,Mrs,2,-0.013746801,Mrs,3,1,4,0,"(48.068, 64.034]",2,26,1,0,0,1,3
3,0,31.3875,2,3,0,4,1,10/06/2011,4,Master,33,Master,7,0.617641345,Master,4,0,1,0,"(0.0902, 16.136]",3,31.39,0,0,0,1,0
52,0,79.65,1,1,0,1,0,05/06/2007,2,Mr,17,Mr,3,-1.066060377,Mr,1,1,4,0,"(48.068, 64.034]",3,79.65,0,1,0,1,2
40,0,0,0,1,0,0,0,09/05/2008,3,Mr,21,Mr,1,-0.645134946,Mr,1,1,3,0,"(32.102, 48.068]",0,0,0,1,1,1,2
36,0,10.5,0,2,0,0,0,07/24/2003,3,Mr,17,Mr,1,-1.066060377,Mr,1,1,3,0,"(32.102, 48.068]",1,10.5,0,0,1,1,2
16,0,39.6875,1,3,0,4,0,08/27/2007,4,Mr,25,Mr,6,-0.224209516,Mr,1,1,2,0,"(0.0902, 16.136]",3,39.69,0,0,0,1,2
25,0,7.775,0,3,0,1,1,04/23/2014,3,Mr,24,Mr,2,-0.329440873,Mr,1,1,2,0,"(16.136, 32.102]",0,7.78,0,0,0,1,2
58,0,153.4625,1,1,1,0,1,09/08/2015,1,Mrs,45,Mrs,2,1.880417636,Mrs,3,1,4,0,"(48.068, 64.034]",3,153.46,1,1,0,1,3
35,0,135.6333,0,1,1,0,1,05/27/2015,4,Miss,22,Miss,1,-0.539903589,Miss,2,1,3,0,"(32.102, 48.068]",3,135.63,1,1,1,1,1
25,0,0,0,3,0,0,1,09/28/2015,4,Mr,28,Mr,1,0.091484557,Mr,1,1,2,0,"(16.136, 32.102]",0,0,0,0,1,1,2
41,0,19.5,1,2,1,0,1,07/09/2001,1,Mrs,41,Mrs,2,1.459492206,Mrs,3,1,3,0,"(32.102, 48.068]",2,19.5,1,0,0,1,3
37,1,29.7,1,1,0,0,0,01/16/2010,2,Mr,21,Mr,2,-0.645134946,Mr,1,1,3,0,"(32.102, 48.068]",2,29.7,0,1,0,2,2
63,0,77.9583,0,1,1,1,1,05/06/2003,5,Miss,33,Miss,2,0.617641345,Miss,2,1,4,0,"(48.068, 64.034]",3,77.96,1,1,0,1,1
45,0,7.75,0,3,1,0,0,04/28/2011,2,Miss,33,Miss,1,0.617641345,Miss,2,1,3,0,"(32.102, 48.068]",0,7.75,1,0,1,1,1
7,2,29.125,1,3,0,4,0,05/29/2012,4,Master,18,Master,6,-0.960829019,Master,4,0,1,0,"(0.0902, 16.136]",2,29.12,0,0,0,3,0
35,0,20.25,1,3,1,1,1,02/13/2008,4,Mrs,32,Mrs,3,0.512409987,Mrs,3,1,3,0,"(32.102, 48.068]",2,20.25,1,0,0,1,3
65,2,7.75,0,3,0,0,0,01/07/2005,1,Mr,16,Mr,1,-1.171291734,Mr,1,1,5,0,"(64.034, 80.0]",0,7.75,0,0,1,3,2
28,0,7.8542,0,3,0,0,0,09/21/2014,3,Mr,32,Mr,1,0.512409987,Mr,1,1,2,0,"(16.136, 32.102]",0,7.85,0,0,1,1,2
16,0,9.5,0,3,0,0,0,03/08/2006,5,Mr,25,Mr,1,-0.224209516,Mr,1,1,2,0,"(0.0902, 16.136]",1,9.5,0,0,1,1,2
19,0,8.05,0,3,0,0,1,07/12/2007,3,Mr,26,Mr,1,-0.118978158,Mr,1,1,2,0,"(16.136, 32.102]",1,8.05,0,0,1,1,2
33,1,8.6625,0,3,0,0,0,10/02/2006,4,Mr,19,Mr,1,-0.855597661,Mr,1,1,3,0,"(32.102, 48.068]",1,8.66,0,0,1,2,2
30,0,9.5,0,3,0,0,1,12/19/2006,3,Mr,23,Mr,1,-0.434672231,Mr,1,1,2,0,"(16.136, 32.102]",1,9.5,0,0,1,1,2
22,0,7.8958,0,3,0,0,0,06/30/2014,3,Mr,20,Mr,1,-0.750366304,Mr,1,1,2,0,"(16.136, 32.102]",0,7.9,0,0,1,1,2
42,0,13,0,2,0,0,1,04/02/2002,4,Mr,20,Mr,1,-0.750366304,Mr,1,1,3,0,"(32.102, 48.068]",1,13,0,0,1,1,2
22,2,7.75,0,3,1,0,1,09/07/2004,3,Miss,20,Miss,1,-0.750366304,Miss,2,1,2,0,"(16.136, 32.102]",0,7.75,1,0,1,3,1
26,0,78.85,0,1,1,0,1,02/08/2014,2,Miss,28,Miss,1,0.091484557,Miss,2,1,2,0,"(16.136, 32.102]",3,78.85,1,0,1,1,1
19,1,91.0792,0,1,1,1,1,05/21/2004,4,Mrs,39,Mrs,2,1.24902949,Mrs,3,1,2,0,"(16.136, 32.102]",3,91.08,1,1,0,2,3
36,1,12.875,0,2,0,0,0,09/17/2012,3,Mr,22,Mr,1,-0.539903589,Mr,1,1,3,0,"(32.102, 48.068]",1,12.88,0,1,1,2,2
24,0,8.85,0,3,1,0,0,04/12/2004,2,Miss,19,Miss,1,-0.855597661,Miss,2,1,2,0,"(16.136, 32.102]",1,8.85,1,0,1,1,1
24,0,7.8958,0,3,0,0,0,03/01/2008,3,Mr,16,Mr,1,-1.171291734,Mr,1,1,2,0,"(16.136, 32.102]",0,7.9,0,0,1,1,2
23.5,1,7.2292,0,3,0,0,0,12/01/2010,3,Mr,18,Mr,1,-0.960829019,Mr,1,1,2,0,"(16.136, 32.102]",0,7.23,0,0,1,2,2
2,0,151.55,2,1,1,1,0,01/11/2002,2,Miss,28,Miss,4,0.091484557,Miss,2,1,1,0,"(0.0902, 16.136]",3,151.55,1,1,0,1,1
50,1,247.5208,1,1,1,0,1,06/28/2014,4,Mrs,47,Mrs,2,2.090880351,Mrs,3,1,4,0,"(48.068, 64.034]",3,247.52,1,1,0,2,3
19,0,0,0,3,0,0,0,05/02/2011,2,Mr,31,Mr,1,0.40717863,Mr,1,1,2,0,"(16.136, 32.102]",0,0,0,0,1,1,2
0.92,0,151.55,2,1,0,1,1,06/18/2003,2,Master,30,Master,4,0.301947272,Master,4,0,1,0,"(0.0902, 16.136]",3,151.55,0,1,0,1,0
17,1,108.9,0,1,1,1,1,03/03/2012,1,Mrs,82,Mrs,2,5.773977867,Mrs,3,1,2,0,"(16.136, 32.102]",3,108.9,1,1,0,2,3
30,1,24,0,2,0,1,0,11/21/2004,3,Mr,19,Mr,2,-0.855597661,Mr,1,1,2,0,"(16.136, 32.102]",2,24,0,0,0,2,2
30,1,56.9292,0,1,1,0,1,05/08/2010,4,Miss,30,Miss,1,0.301947272,Miss,2,1,2,0,"(16.136, 32.102]",3,56.93,1,1,1,2,1
24,1,83.1583,0,1,1,0,1,10/06/2010,3,Miss,30,Miss,1,0.301947272,Miss,2,1,2,0,"(16.136, 32.102]",3,83.16,1,1,1,2,1
18,1,262.375,2,1,1,2,1,08/26/2014,2,Miss,26,Miss,5,-0.118978158,Miss,2,1,2,0,"(16.136, 32.102]",3,262.38,1,1,0,2,1
26,0,26,1,2,1,1,0,08/25/2013,5,Mrs,37,Mrs,3,1.038566775,Mrs,3,1,2,0,"(16.136, 32.102]",2,26,1,0,0,1,3
28,0,7.8958,0,3,0,0,0,11/14/2011,5,Mr,22,Mr,1,-0.539903589,Mr,1,1,2,0,"(16.136, 32.102]",0,7.9,0,0,1,1,2
43,0,26.25,1,2,0,1,0,01/21/2014,1,Mr,18,Mr,3,-0.960829019,Mr,1,1,3,0,"(32.102, 48.068]",2,26.25,0,0,0,1,2
26,0,7.8542,0,3,1,0,1,08/01/2001,3,Miss,31,Miss,1,0.40717863,Miss,2,1,2,0,"(16.136, 32.102]",0,7.85,1,0,1,1,1
24,0,26,0,2,1,1,1,05/24/2007,5,Mrs,35,Mrs,2,0.82810406,Mrs,3,1,2,0,"(16.136, 32.102]",2,26,1,0,0,1,3
54,0,14,0,2,0,0,0,06/02/2002,3,Dr,20,Officer,1,-0.750366304,Rare,5,1,4,0,"(48.068, 64.034]",1,14,0,0,1,1,4
31,0,164.8667,2,1,1,0,1,07/08/2002,2,Miss,24,Miss,3,-0.329440873,Miss,2,1,2,0,"(16.136, 32.102]",3,164.87,1,1,0,1,1
40,1,134.5,1,1,1,1,1,03/20/2009,3,Mrs,56,Mrs,3,3.037962569,Mrs,3,1,3,0,"(32.102, 48.068]",3,134.5,1,1,0,2,3
22,0,7.25,0,3,0,0,0,12/14/2010,3,Mr,18,Mr,1,-0.960829019,Mr,1,1,2,0,"(16.136, 32.102]",0,7.25,0,0,1,1,2
27,0,7.8958,0,3,0,0,0,01/26/2006,4,Mr,16,Mr,1,-1.171291734,Mr,1,1,2,0,"(16.136, 32.102]",0,7.9,0,0,1,1,2
30,2,12.35,0,2,1,0,1,01/12/2007,3,Miss,25,Miss,1,-0.224209516,Miss,2,1,2,0,"(16.136, 32.102]",1,12.35,1,0,1,3,1
22,0,29,1,2,1,1,1,04/24/2003,3,Mrs,51,Mrs,3,2.511805781,Mrs,3,1,2,0,"(16.136, 32.102]",2,29,1,0,0,1,3
36,1,135.6333,0,1,1,0,1,02/18/2003,1,Miss,24,Miss,1,-0.329440873,Miss,2,1,3,0,"(32.102, 48.068]",3,135.63,1,1,1,2,1
61,0,6.2375,0,3,0,0,0,10/22/2002,5,Mr,25,Mr,1,-0.224209516,Mr,1,1,4,0,"(48.068, 64.034]",0,6.24,0,0,1,1,2
36,0,13,0,2,1,0,1,05/02/2009,4,Mrs,23,Mrs,1,-0.434672231,Mrs,3,1,3,0,"(32.102, 48.068]",1,13,1,1,1,1,3
31,0,20.525,1,3,1,1,1,05/02/2006,4,Mrs,46,Mrs,3,1.985648993,Mrs,3,1,2,0,"(16.136, 32.102]",2,20.52,1,0,0,1,3
16,1,57.9792,1,1,1,0,1,01/06/2005,1,Miss,28,Miss,2,0.091484557,Miss,2,1,2,0,"(0.0902, 16.136]",3,57.98,1,1,0,2,1
45.5,0,28.5,0,1,0,0,0,04/14/2007,2,Mr,19,Mr,1,-0.855597661,Mr,1,1,3,0,"(32.102, 48.068]",2,28.5,0,1,1,1,2
38,0,153.4625,1,1,0,0,0,09/19/2008,3,Mr,25,Mr,2,-0.224209516,Mr,1,1,3,0,"(32.102, 48.068]",3,153.46,0,1,0,1,2
16,0,18,0,3,0,2,0,05/10/2008,5,Mr,31,Mr,3,0.40717863,Mr,1,1,2,0,"(0.0902, 16.136]",2,18,0,0,0,1,2
29,0,66.6,0,1,0,1,0,04/26/2010,4,Mr,25,Mr,2,-0.224209516,Mr,1,1,2,0,"(16.136, 32.102]",3,66.6,0,1,0,1,2
41,1,134.5,0,1,1,0,1,07/12/2008,1,Miss,31,Miss,1,0.40717863,Miss,2,1,3,0,"(32.102, 48.068]",3,134.5,1,1,1,2,1
45,0,8.05,0,3,0,0,1,02/23/2003,3,Mr,21,Mr,1,-0.645134946,Mr,1,1,3,0,"(32.102, 48.068]",1,8.05,0,0,1,1,2
45,0,35.5,0,1,0,0,0,06/03/2007,4,Mr,28,Mr,1,0.091484557,Mr,1,1,3,0,"(32.102, 48.068]",3,35.5,0,1,1,1,2
2,0,26,1,2,0,1,1,08/30/2015,4,Master,30,Master,3,0.301947272,Master,4,0,1,0,"(0.0902, 16.136]",2,26,0,1,0,1,0
24,0,263,2,1,1,3,1,11/11/2010,2,Miss,30,Miss,6,0.301947272,Miss,2,1,2,0,"(16.136, 32.102]",3,263,1,1,0,1,1
28,0,13,0,2,0,0,0,07/14/2010,3,Mr,26,Mr,1,-0.118978158,Mr,1,1,2,0,"(16.136, 32.102]",1,13,0,0,1,1,2
25,0,13,0,2,0,0,0,11/05/2002,4,Mr,42,Mr,1,1.564723563,Mr,1,1,2,0,"(16.136, 32.102]",1,13,0,0,1,1,2
36,0,13,0,2,0,0,0,05/07/2009,2,Mr,23,Mr,1,-0.434672231,Mr,1,1,3,0,"(32.102, 48.068]",1,13,0,0,1,1,2
24,0,13,0,2,1,0,1,07/31/2002,1,Miss,29,Miss,1,0.196715914,Miss,2,1,2,0,"(16.136, 32.102]",1,13,1,1,1,1,1
40,0,13,0,2,1,0,1,01/25/2009,3,Miss,25,Miss,1,-0.224209516,Miss,2,1,3,0,"(32.102, 48.068]",1,13,1,0,1,1,1
3,0,15.9,1,3,0,1,1,12/29/2005,1,Master,38,Master,3,1.143798133,Master,4,0,1,0,"(0.0902, 16.136]",2,15.9,0,0,0,1,0
42,0,8.6625,0,3,0,0,0,08/30/2002,3,Mr,16,Mr,1,-1.171291734,Mr,1,1,3,0,"(32.102, 48.068]",1,8.66,0,0,1,1,2
23,0,9.225,0,3,0,0,0,06/18/2008,3,Mr,22,Mr,1,-0.539903589,Mr,1,1,2,0,"(16.136, 32.102]",1,9.22,0,0,1,1,2
